reactant_a,reactant_b,combination_type,primary_product_formula,primary_product_name,balanced_equation,state_at_stp,conditions,facts,common_misconception,confidence
At,Sg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Bh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Hs,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Mt,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Ds,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Rg,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Cn,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Nh,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Fl,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Mc,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Lv,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Ts,multiple_possible,,Multiple possible products,,varies,"Depends on temperature, catalysts, and ratios",A single pair of elements can form different compounds (or none) depending on conditions.,Not every pair has a single simple formula (especially with variable oxidation states).,low
At,Og,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Oganesson is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Rn,Fr,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Radon is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Rn,Ra,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Radon is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
Rn,Ac,no_reaction,,No reaction,,none,No chemical bonding under normal conditions,Radon is a noble gas; typically only physical mixing.,Do not expect every pair of elements to form a compound.,high
